Topic,Username,Text,Sentiment,CleanText1,Prediction,CleanText2,CleanText3
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-9,ninefile,"they are not called snakes for no reason....
and that is also why also some of them are top lawyers",,they are not called snakes for no reason and that is also why also some of them are top lawyers,Negative,called snakes reason also also top lawyers,called snakes reason also also top lawyers
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-9,C_boliao,"You should tell them to converse in English. Basic respect. 
",,you should tell them to converse in english basic respect  ,Negative,tell converse english basic respect,tell converse english basic respect
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-9,Renzokukenz,"I wish more people will see this.
Unfortunately my Facebook friends are mostly in their own echo chambers.

The crazy pro-PAP will pro PAP even to the day of the apocoalyse 
The crazy anti-PAP will be too caught up with their emotions and the anger they have of the incumbent, and become very poor in making objective arguments, thereby making neutral parties shun them.

I hope more people will pay attention to the quotes above, espeically those in blue.",,i wish more people will see this unfortunately my facebook friends are mostly in their own echo chambers  the crazy propap will pro pap even to the day of the apocoalyse  the crazy antipap will be too caught up with their emotions and the anger they have of the incumbent and become very poor in making objective arguments thereby making neutral parties shun them  i hope more people will pay attention to the quotes above espeically those in blue,Negative,wish people see unfortunately facebook friends mostly echo chambers crazy propap pro pap even day apocoalyse crazy antipap caught emotions anger incumbent become poor making objective arguments thereby making neutral parties shun hope people pay attention quotes espeically blue,wish people see unfortunately facebook friends mostly echo chambers crazy propap pro pap even day apocoalyse crazy antipap caught emotions anger incumbent become poor making objective arguments thereby making neutral parties shun hope people pay attention quotes espeically blue
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-9,pat7471,"Consumer Goods, but I was in the IT department.",,consumer goods but i was in the it department,Negative,consumer goods department,consumer goods department
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-9,wizardnking,"why the first guy look so familiar?
I going to take an afternoon nap now. 
",,why the first guy look so familiar i going to take an afternoon nap now  ,Neutral,first guy look familiar going take afternoon nap,first guy look familiar going take afternoon nap
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-9,2Dollar,"Useless papy mps sign dubious deals, causing harm to Singapore and Singaporeans? These incompetent people should be questioned for accountability and have salary revoked.",,useless papy mps sign dubious deals causing harm to singapore and singaporeans these incompetent people should be questioned for accountability and have salary revoked,Negative,useless papy mps sign dubious deals causing harm singapore singaporeans incompetent people questioned accountability salary revoked,useless papy mps sign dubious deals causing harm singapore singaporeans incompetent people questioned accountability salary revoked
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-9,lifeinmono,SCB - Standard Ceca Bank.,,scb  standard ceca bank,Negative,scb standard ceca bank,scb standard  bank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,tokiya,"This is a beautiful piece of writing. Who says EDMW is only for degenerates?

Thank you for spreading this - I learnt a lot from reading this.
",,this is a beautiful piece of writing who says edmw is only for degenerates  thank you for spreading this  i learnt a lot from reading this ,Positive,beautiful piece writing says edmw degenerates thank spreading learnt lot reading,beautiful piece writing says edmw degenerates thank spreading learnt lot reading
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,berger,until today who signed CECA also not clear.. so much for accountability,,until today who signed ceca also not clear so much for accountability,Negative,today signed ceca also clear much accountability,today signed  also clear much accountability
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,tokiya,You need to ask civicguy. He has this beautiful picture of You voted for CECA - Please don't complain.,,you need to ask civicguy he has this beautiful picture of you voted for ceca  please do not complain,Negative,need ask civicguy beautiful picture voted ceca please complain,need ask civicguy beautiful picture voted  please complain
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,Renzokukenz,pls share the post to others when appropriate,,pls share the post to others when appropriate,Neutral,pls share post others appropriate,pls share post others appropriate
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,GameboyX,pump this post ,,pump this post ,Negative,pump post,pump post
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,tiobanned,"if we choose to do something
then we can see some fruits next GE

if we choose to do nothing
then next GE we will still be like today, complaining and jjww 


so do something
spread to your circle of friends and to as many people as possible",,if we choose to do something then we can see some fruits next ge  if we choose to do nothing then next ge we will still be like today complaining and jjww    so do something spread to your circle of friends and to as many people as possible,Negative,choose something see fruits next ge choose nothing next ge still like today complaining jjww something spread circle friends many people possible,choose something see fruits next ge choose nothing next ge still like today complaining jjww something spread circle friends many people possible
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,Renzokukenz,"spread it with facts and figures and spread it being non-partisan!!!
if not it will fall on deaf ears

dont talk about PAP right at the start of tjhe conversation
talk about what CECA is and what are the terms and why it is bad for us",,spread it with facts and figures and spread it being nonpartisan if not it will fall on deaf ears  dont talk about pap right at the start of tjhe conversation talk about what ceca is and what are the terms and why it is bad for us,Negative,spread facts figures spread nonpartisan fall deaf ears dont talk pap right start tjhe conversation talk ceca terms bad us,spread facts figures spread nonpartisan fall deaf ears dont talk pap right start tjhe conversation talk  terms bad us
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,OOJ,"why ceca agreement can't be revoked, why are we so afraid of this poop land",,why ceca agreement can not be revoked why are we so afraid of this poop land,Negative,ceca agreement revoked afraid poop land, agreement revoked afraid poop land
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,Newtype_com,Just need to understand why india rejected RCEP and you will know how stupid singaporeanland is in accepting CECA,,just need to understand why india rejected rcep and you will know how stupid singaporeanland is in accepting ceca,Negative,need understand india rejected rcep know stupid singaporeanland accepting ceca,need understand india rejected rcep know stupid singaporeanland accepting 
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,Nevereatrice,"I can tell u they probably have overseas experience, which most singaporeans don't have",,i can tell u they probably have overseas experience which most singaporeans do not have,Neutral,tell u probably overseas experience singaporeans,tell u probably overseas experience singaporeans
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,tiobanned,"thank you for the pointers
together we do our part and Jia You !!!",,thank you for the pointers together we do our part and jia you ,Negative,thank pointers together part jia,thank pointers together part jia
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,jeffprobst,Singapore Ceca Bank  ,,singapore ceca bank  ,Negative,singapore ceca bank,singapore  bank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,GameboyX,"singaporean asked for overseas experience, singaporean got sent to india.
they asked for overseas experience, they got sent to singapore.

singaporeans said singaporean has experience in india, they laughed at singaporean.
they said they have overseas experience in singapore, very fierce.

true story ",,singaporean asked for overseas experience singaporean got sent to india they asked for overseas experience they got sent to singapore  singaporeans said singaporean has experience in india they laughed at singaporean they said they have overseas experience in singapore very fierce  true story ,Negative,singaporean asked overseas experience singaporean got sent india asked overseas experience got sent singapore singaporeans said singaporean experience india laughed singaporean said overseas experience singapore fierce true story,singaporean asked overseas experience singaporean got sent india asked overseas experience got sent singapore singaporeans said singaporean experience india laughed singaporean said overseas experience singapore fierce true story
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,iamBBFA,"We love ceca!! Let singaporeans be their slaves!!
",,we love ceca let singaporeans be their slaves ,Negative,love ceca let singaporeans slaves,love  let singaporeans slaves
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,o blong,"Sheesh.. If they give good service,, ok what?",,sheesh if they give good service ok what,Negative,sheesh give good service ok,sheesh give good service ok
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,itopedo,"So, which local banks not infested by ceca?
Would like to close my posb/dbs acct.",,so which local banks not infested by ceca would like to close my posbdbs acct,Negative,local banks infested ceca would like close posbdbs acct,local banks infested  would like close posbdbs acct
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,SpecialKeyboardService,"Deutsche bank also not doing well
A lot of ceca and underperformance.
Still actively saying they hire singaporean and diversity is their strength......

There is one young girl as hr marketing on insta last year.
I feel xmm excessive makeup ah.
Damn fake her marketing",,deutsche bank also not doing well a lot of ceca and underperformance still actively saying they hire singaporean and diversity is their strength  there is one young girl as hr marketing on insta last year i feel xmm excessive makeup ah damn fake her marketing,Negative,deutsche bank also well lot ceca underperformance still actively saying hire singaporean diversity strength one young girl hr marketing insta last year feel xmm excessive makeup ah damn fake marketing,deutsche bank also well lot  underperformance still actively saying hire singaporean diversity strength one young girl hr marketing insta last year feel xmm excessive makeup ah damn fake marketing
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,OldHorse,"What rubbish you talking? In any company if the ceo/founder dislike u you will also be finished!
",,what rubbish you talking in any company if the ceofounder dislike u you will also be finished ,Neutral,rubbish talking company ceofounder dislike u also finished,rubbish talking company ceofounder dislike u also finished
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-10,min0ri,I have 2 local friends with rank of Associate Director in SCB.,,i have  local friends with rank of associate director in scb,Negative,local friends rank associate director scb,local friends rank associate director scb
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,Redberries,All the singaporean kia within the last 5 years all like to study computer science in University. Why never get to work in these positions...,,all the singaporean kia within the last  years all like to study computer science in university why never get to work in these positions,Negative,singaporean kia within last years like study computer science university never get work positions,singaporean kia within last years like study computer science university never get work positions
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,May Day,"Really?

Then why now Singapore not sufficient of programmers?

My time, comp science was a dumping ground. I got a hall mate took his time and six years to graduate.",,really  then why now singapore not sufficient of programmers  my time comp science was a dumping ground i got a hall mate took his time and six years to graduate,Negative,really singapore sufficient programmers time comp science dumping ground got hall mate took time six years graduate,really singapore sufficient programmers time comp science dumping ground got hall mate took time six years graduate
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,Savantrainmaker,"One just need to juxtapose the current situation in Singapore with the situation in Hong Kong - a similar sized economy, with similar economic demographics and facing similar global financial headwinds as well as economic challenges because of the CV19 pandemic.

Key differences exposed by the CV19 economic crisis, are the hiring practices between Singapore and Hong Kong.

In Hong Kong, the local Hong Kongers and Chinese nationals are all gainfully employed in good jobs and well-paid MNCs positions. 

Local Hong Kongers are always considered ahead of FTs for both junior and senior roles at MNCs bought in by the same foreign investments that Singapore is competing for in the Asia-Pacific.

Consequently, expats in HK are facing less of a backlash today because there had been a good balance.  

Both local Hong Kongers and HK expats genuinely see each other as equal and complementary - unlike the lips-service paid by the LHL's Administration that everything they did, they did it for Singaporeans when in actual practice foreigners were put on a pedestal ahead of its own citizens.

Cold hard numbers that foreigners occupied the majority of senior positions in Singapore's banking & finance industry are a fact.

And figures that showed foreigners are collectively paying more income taxes than all of Singaporean workers do not lie and simply showed that foreigners had been getting the good and well-paid jobs in Singapore.

Worse the LHL's administration recent desperate attempts to selectively reveal figures that Singaporeans are ""at the core"" of certain companies or industries holding 60%, 70%, 80% of all the jobs there simply showed up further that Singaporeans got the lower paid jobs in their own country when a lesser number of foreigners could carry the bigger income tax burden in Singapore.

Just take a look at the example of the MNCs bank that proclaim that it's ""here for good"". 

Same MNC HQ, same bank but with vastly different employee demographics in two different jurisdiction.

The Hong Kong SAR administration actually strike a very good balance between employing and developing local talent and the need to stay open globally to foreign talents over the years. 

One of my colleague actually needed to wait for four months before his Hong Kong's GEP - Professionals visa application was checked, scrutinised and approved.

It's four months! Not 4-6 working days in Singapore's case.

And he's not a nobody armed with a bona fide Uptron certificate.  

He is somebody whom the firm is willing to write in his employment contract that he's allowed to take up to 10 days a year off work just to pursue his passion of windsurfing whenever the winds forecast is above 18 knots the next day.

So yes, the LHL's administration had bought this upon themselves today. 

And Singapore and Singaporean had to suffer yet again for their mismanagement and ""fog of war"" excuses just like the initial mismanagement of the CV19 situation in Singapore.",,one just need to juxtapose the current situation in singapore with the situation in hong kong  a similar sized economy with similar economic demographics and facing similar global financial headwinds as well as economic challenges because of the  pandemic  key differences exposed by the  economic crisis are the hiring practices between singapore and hong kong  in hong kong the local hong kongers and chinese nationals are all gainfully employed in good jobs and wellpaid mncs positions   local hong kongers are always considered ahead of fts for both junior and senior roles at mncs bought in by the same foreign investments that singapore is competing for in the asiapacific  consequently expats in hk are facing less of a backlash today because there had been a good balance    both local hong kongers and hk expats genuinely see each other as equal and complementary  unlike the lipsservice paid by the lhl is administration that everything they did they did it for singaporeans when in actual practice foreigners were put on a pedestal ahead of its own citizens  cold hard numbers that foreigners occupied the majority of senior positions in singapore is banking  finance industry are a fact  and figures that showed foreigners are collectively paying more income taxes than all of singaporean workers do not lie and simply showed that foreigners had been getting the good and wellpaid jobs in singapore  worse the lhl is administration recent desperate attempts to selectively reveal figures that singaporeans are at the core of certain companies or industries holding    of all the jobs there simply showed up further that singaporeans got the lower paid jobs in their own country when a lesser number of foreigners could carry the bigger income tax burden in singapore  just take a look at the example of the mncs bank that proclaim that it is here for good   same mnc hq same bank but with vastly different employee demographics in two different jurisdiction  the hong kong sar administration actually strike a very good balance between employing and developing local talent and the need to stay open globally to foreign talents over the years   one of my colleague actually needed to wait for four months before his hong kong is gep  professionals visa application was checked scrutinised and approved  it is four months not  working days in singapore is case  and he is not a nobody armed with a bona fide uptron certificate    he is somebody whom the firm is willing to write in his employment contract that he is allowed to take up to  days a year off work just to pursue his passion of windsurfing whenever the winds forecast is above  knots the next day  so yes the lhl is administration had bought this upon themselves today   and singapore and singaporean had to suffer yet again for their mismanagement and fog of war excuses just like the initial mismanagement of the  situation in singapore,Negative,one need juxtapose current situation singapore situation hong kong similar sized economy similar economic demographics facing similar global financial headwinds well economic challenges pandemic key differences exposed economic crisis hiring practices singapore hong kong hong kong local hong kongers chinese nationals gainfully employed good jobs wellpaid mncs positions local hong kongers always considered ahead fts junior senior roles mncs bought foreign investments singapore competing asiapacific consequently expats hk facing less backlash today good balance local hong kongers hk expats genuinely see equal complementary unlike lipsservice paid lhl administration everything singaporeans actual practice foreigners put pedestal ahead citizens cold hard numbers foreigners occupied majority senior positions singapore banking finance industry fact figures showed foreigners collectively paying income taxes singaporean workers lie simply showed foreigners getting good wellpaid jobs singapore worse lhl administration recent desperate attempts selectively reveal figures singaporeans core certain companies industries holding jobs simply showed singaporeans got lower paid jobs country lesser number foreigners could carry bigger income tax burden singapore take look example mncs bank proclaim good mnc hq bank vastly different employee demographics two different jurisdiction hong kong sar administration actually strike good balance employing developing local talent need stay open globally foreign talents years one colleague actually needed wait four months hong kong gep professionals visa application checked scrutinised approved four months working days singapore case nobody armed bona fide uptron certificate somebody firm willing write employment contract allowed take days year work pursue passion windsurfing whenever winds forecast knots next day yes lhl administration bought upon today singapore singaporean suffer yet mismanagement fog war excuses like initial mismanagement situation singapore,one need juxtapose current situation singapore situation hong kong similar sized economy similar economic demographics facing similar global financial headwinds well economic challenges pandemic key differences exposed economic crisis hiring practices singapore hong kong hong kong local hong kongers chinese nationals gainfully employed good jobs wellpaid mncs positions local hong kongers always considered ahead fts junior senior roles mncs bought foreign investments singapore competing asiapacific consequently expats hk facing less backlash today good balance local hong kongers hk expats genuinely see equal complementary unlike lipsservice paid lhl administration everything singaporeans actual practice foreigners put pedestal ahead citizens cold hard numbers foreigners occupied majority senior positions singapore banking finance industry fact figures showed foreigners collectively paying income taxes singaporean workers lie simply showed foreigners getting good wellpaid jobs singapore worse lhl administration recent desperate attempts selectively reveal figures singaporeans core certain companies industries holding jobs simply showed singaporeans got lower paid jobs country lesser number foreigners could carry bigger income tax burden singapore take look example mncs bank proclaim good mnc hq bank vastly different employee demographics two different jurisdiction hong kong sar administration actually strike good balance employing developing local talent need stay open globally s years one colleague actually needed wait four months hong kong gep professionals visa application checked scrutinised approved four months working days singapore case nobody armed bona fide uptron certificate somebody firm willing write employment contract allowed take days year work pursue passion windsurfing whenever winds forecast knots next day yes lhl administration bought upon today singapore singaporean suffer yet mismanagement fog war excuses like initial mismanagement situation singapore
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,chromehead,not douche bank meh,,not douche bank meh,Neutral,douche bank meh,douche bank meh
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,drkcynic,SCB is by band leh. Where got AD rank?,,scb is by band leh where got ad rank,Negative,scb band leh got ad rank,scb band leh got ad rank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,LemonSalmon,Lol look at all these delusional employees.,,lol look at all these delusional employees,Negative,lol look delusional employees,lol look delusional employees
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,Machiavel,"your voted for CECA.. then CECA bring in their family and village.. take care one another in foreign land tio bo.

then your complain.... your invite them in the first place.

technically your traded lift upgrade for CECA and now your complain",,your voted for ceca then ceca bring in their family and village take care one another in foreign land tio bo  then your complain your invite them in the first place  technically your traded lift upgrade for ceca and now your complain,Negative,voted ceca ceca bring family village take care one another foreign land tio bo complain invite first place technically traded lift upgrade ceca complain,voted   bring family village take care one another foreign land tio bo complain invite first place technically traded lift upgrade  complain
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,Machiavel,then your not happy with MOM. your nvr vote them out?,,then your not happy with mom your nvr vote them out,Neutral,happy mom nvr vote,happy mom nvr vote
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,bluerare,"End of the day as long as ceca manage to perform better than sgreans and have upgraded themselves since

I think need close one eye

dont be too xenophobic",,end of the day as long as ceca manage to perform better than sgreans and have upgraded themselves since  i think need close one eye  dont be too xenophobic,Positive,end day long ceca manage perform better sgreans upgraded since think need close one eye dont xenophobic,end day long  manage perform better sgreans upgraded since think need close one eye dont xenophobic
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,Machiavel,everyone is ok with that.. but not the bring whole village here.,,everyone is ok with that but not the bring whole village here,Negative,everyone ok bring whole village,everyone ok bring whole village
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,bluerare,"we are looking at the best bunch of 1.4 billion people to fill up an economy of a few million

it will be inevitable for singaporeans to lose out in terms of career opportunities

the idea is how to ensure a more equal playing field, skills & knowledge transfer and taxing these ceca more so that more funds get channeled to skills future to support upgrading of singaporean workers",,we are looking at the best bunch of  billion people to fill up an economy of a few million  it will be inevitable for singaporeans to lose out in terms of career opportunities  the idea is how to ensure a more equal playing field skills  knowledge transfer and taxing these ceca more so that more funds get channeled to skills future to support upgrading of singaporean workers,Negative,looking best bunch billion people fill economy million inevitable singaporeans lose terms career opportunities idea ensure equal playing field skills knowledge transfer taxing ceca funds get channeled skills future support upgrading singaporean workers,looking best bunch billion people fill economy million inevitable singaporeans lose terms career opportunities idea ensure equal playing field skills knowledge transfer taxing  funds get channeled skills future support upgrading singaporean workers
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,bluerare,"piyush gupta for example, his educational qualifications is trash.

but his talent and experience is remarkable.

so how exactly do these executives fit into sg is something important to consider especially when sg places so much emphasis on paper qualifications for employment",,piyush gupta for example his educational qualifications is trash  but his talent and experience is remarkable  so how exactly do these executives fit into sg is something important to consider especially when sg places so much emphasis on paper qualifications for employment,Negative,piyush gupta example educational qualifications trash talent experience remarkable exactly executives fit sg something important consider especially sg places much emphasis paper qualifications employment,piyush gupta example educational qualifications trash talent experience remarkable exactly executives fit sg something important consider especially sg places much emphasis paper qualifications employment
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,feng1314,"I have personally seen a number of resumes and present and former salaries of CECA.. 

Can share one interesting example of a CECA chap.  IT fellow.  Specialized in servers.  
In 2010 this chap was in India working for JP Morgan.  
His starting pay was just $1,000. He stayed in JP Morgan for around 6 years.  By then 2016, he was posted to Singapore and earning around $6K.   

After which, he jumped ship over to Stanchart and had a 100% pay increment.  

And in 2020, his monthly pay was $20+K.",,i have personally seen a number of resumes and present and former salaries of ceca   can share one interesting example of a ceca chap  it fellow  specialized in servers   in  this chap was in india working for jp morgan   his starting pay was just  he stayed in jp morgan for around  years  by then  he was posted to singapore and earning around      after which he jumped ship over to stanchart and had a  pay increment    and in  his monthly pay was ,Negative,personally seen number resumes present former salaries ceca share one interesting example ceca chap fellow specialized servers chap india working jp morgan starting pay stayed jp morgan around years posted singapore earning around jumped ship stanchart pay increment monthly pay,personally seen number resumes present former salaries  share one interesting example  chap fellow specialized servers chap india working jp morgan starting pay stayed jp morgan around years posted singapore earning around jumped ship stanchart pay increment monthly pay
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,saladrat,Lol.. Its true,,lol its true,Negative,lol true,lol true
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,rlskyline,AD is band 6. there is AD rank,,ad is band  there is ad rank,Negative,ad band ad rank,ad band ad rank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,crayon_shinchan,Gov and FT laughing now,,gov and ft laughing now,Negative,gov ft laughing,gov ft laughing
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,crayon_shinchan,"you got any prove?
if not like,me get in trouble
get warn from them wor...lol",,you got any prove if not likeme get in trouble get warn from them worlol,Neutral,got prove likeme get trouble get warn worlol,got prove likeme get trouble get warn worlol
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,ridiculous?,Who wrong you wor?,,who wrong you wor,Neutral,wrong wor,wrong wor
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,Anormalbsguy,"no choice, not local bank.",,no choice not local bank,Negative,choice local bank,choice local bank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-11,MercuryHigh95,"Because we are asked to stay ""competitive"" with Ramesh and Amit 

We have to do whatever it takes to drive out the ""competition"" 

Unwelcome FT trash, sabotage and undermine them in every ""competitive"" way possible",,because we are asked to stay competitive with ramesh and amit   we have to do whatever it takes to drive out the competition   unwelcome ft trash sabotage and undermine them in every competitive way possible,Positive,asked stay competitive ramesh amit whatever takes drive competition unwelcome ft trash sabotage undermine every competitive way possible,asked stay competitive ramesh amit whatever takes drive competition unwelcome ft trash sabotage undermine every competitive way possible
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,Johnpierpontmorgan,"Job offer by scb


The internal email Recipient (about six) all CECA name




",,job offer by scb   the internal email recipient about six all ceca name     ,Negative,job offer scb internal email recipient six ceca name,job offer scb internal email recipient six  name
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,fearhimwhofearsnothing,"That's the problem, how do you know they're the best bunch? Hire own village does not mean the best bunch. Sure, there might be a few good people here and there, but fact is, the process itself is not fair.",,that is the problem how do you know they are the best bunch hire own village does not mean the best bunch sure there might be a few good people here and there but fact is the process itself is not fair,Negative,problem know best bunch hire village mean best bunch sure might good people fact process fair,problem know best bunch hire village mean best bunch sure might good people fact process fair
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,MercuryHigh95,"CECA ownself declare their village as best and bring them in

Fool everyone that they are better

These Muslim hating , Modhi loving - CECA need to be driven out the country

Thats how we going to stay ""competitive"", by any means necessary",,ceca ownself declare their village as best and bring them in  fool everyone that they are better  these muslim hating  modhi loving  ceca need to be driven out the country  thats how we going to stay competitive by any means necessary,Negative,ceca ownself declare village best bring fool everyone better muslim hating modhi loving ceca need driven country thats going stay competitive means necessary, ownself declare village best bring fool everyone better muslim hating modhi loving  need driven country thats going stay competitive means necessary
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,kmseow,Which banks do not have ceca?,,which banks do not have ceca,Negative,banks ceca,banks 
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,Johnpierpontmorgan,"1990-2005 is still keeping a healthy balance of local and foreign trash


Post 2005 already imbalance. Tharman notice in 2010 already at the rotting phase. Now totally hard to salvage",, is still keeping a healthy balance of local and foreign trash   post  already imbalance tharman notice in  already at the rotting phase now totally hard to salvage,Negative,still keeping healthy balance local foreign trash post already imbalance tharman notice already rotting phase totally hard salvage,still keeping healthy balance local foreign trash post already imbalance tharman notice already rotting phase totally hard salvage
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,knoxville,Ceca all pink IC liao no need waste 2 years of their lives like peasant singaporeans,,ceca all pink ic liao no need waste  years of their lives like peasant singaporeans,Negative,ceca pink ic liao need waste years lives like peasant singaporeans, pink ic liao need waste years lives like peasant singaporeans
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,MercuryHigh95,Worse is on social media they will say that the jobs they stole from us are their NS,,worse is on social media they will say that the jobs they stole from us are their ns,Negative,worse social media say jobs stole us ns,worse social media say jobs stole us ns
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,fapperoo,Which bank isn't?,,which bank is not,Neutral,bank,bank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,HappyCanOrNot,"China Bank... 
",,china bank  ,Negative,china bank,china bank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,Johnpierpontmorgan,"30 years old singaporean male typically atAD

Just need five years experience. Was offered band 6 at 30",, years old singaporean male typically atad  just need five years experience was offered band  at ,Negative,years old singaporean male typically atad need five years experience offered band,years old singaporean male typically atad need five years experience offered band
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,Johnpierpontmorgan,"Many asian banks already have CECA. Including the Japanese ones. They come in too much for the western bank to absorb all
Some move to asian bank so they have additional slots for another villager to come in western bank",,many asian banks already have ceca including the japanese ones they come in too much for the western bank to absorb all some move to asian bank so they have additional slots for another villager to come in western bank,Negative,many asian banks already ceca including japanese ones come much western bank absorb move asian bank additional slots another villager come western bank,many asian banks already  including japanese ones come much western bank absorb move asian bank additional slots another villager come western bank
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,firebrand83,"You all complain so much, as long as pinky in charge nothing will change, he is the main cancer",,you all complain so much as long as pinky in charge nothing will change he is the main cancer,Positive,complain much long pinky charge nothing change main cancer,complain much long pinky charge nothing change main cancer
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,delfina,Quote for lawsuit ,,quote for lawsuit ,Negative,quote lawsuit,quote lawsuit
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,trupurple,Standard Chennai,,standard chennai,Negative,standard chennai,standard chennai
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,ilte2377,"looking at SCB's share price and earnings over the years, I think they are lousy and should all be sacked
",,looking at scb is share price and earnings over the years i think they are lousy and should all be sacked ,Negative,looking scb share price earnings years think lousy sacked,looking scb share price earnings years think lousy sacked
gpgt-standard-chartered-bank-is-also-another-ceca-infesteds-bank.6352843/page-12,ilte2377,"Botak won't let that happen. UOB should be CECA free. So can bank with UOB. 
",,botak will not let that happen uob should be ceca free so can bank with uob  ,Negative,botak let happen uob ceca free bank uob,botak let happen uob  free bank uob
