Topic,Username,Text,Sentiment,clean_text_1,clean_text_2,clean_text_3,Prediction
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,astopip,CECA never force open the legs. Is PAP ownself open leg big big?,,ceca never force open the legs is pap ownself open leg big big,ceca never force open legs pap ownself open leg big big, never force open legs pap ownself open leg big big,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,o blong,"
what the hell.. Horrible

Lucky in sg all well behaved",, what the hell horrible  lucky in sg all well behaved,hell horrible lucky sg well behaved,hell horrible lucky sg well behaved,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,fascist,"
But govt let in loads of them once they meet the minimum requirements

 Does not quite assure Singaporeans who see so many snakes stealing jobs.",, but govt let in loads of them once they meet the minimum requirements   does not quite assure singaporeans who see so many snakes stealing jobs,govt let loads meet minimum requirements quite assure singaporeans see many snakes stealing jobs,govt let loads meet minimum requirements quite assure singaporeans see many snakes stealing jobs,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,fascist,"

But nothing implies that the govt can't let in unlimited Indian professionals after they meet the minimum conditions.

That's the point that people are complaining about.",,  but nothing implies that the govt can not let in unlimited indian professionals after they meet the minimum conditions  that is the point that people are complaining about,nothing implies govt let unlimited indian professionals meet minimum conditions point people complaining,nothing implies govt let unlimited indian professionals meet minimum conditions point people complaining,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,Newtype_com,"
Stage? IÃ¢ÂÂll reply to those grassroots people when they come to my GRC for campaigning",, stage iÃ¢  ll reply to those grassroots people when they come to my grc for campaigning,stage iÃ¢ reply grassroots people come grc campaigning,stage iÃ¢ reply grassroots people come grc campaigning,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,Ec7171,"
Thats why there is not alot of ICTs. 
It is mainly for temp entry. i.e. the company A supplier who will need to install/repair a machine that is produced by the supplier etc.
I will believe the processing time for ICTs will be faster than EP route due to the FCF.",, thats why there is not alot of icts  it is mainly for temp entry ie the company a supplier who will need to installrepair a machine that is produced by the supplier etc i will believe the processing time for icts will be faster than ep route due to the fcf,thats alot icts mainly temp entry ie company supplier need installrepair machine produced supplier etc believe processing time icts faster ep route due fcf,thats alot icts mainly temp entry ie company supplier need installrepair machine produced supplier etc believe processing time icts faster ep route due fcf,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,Ec7171,"
thats up for debate. Someone mentioned levy too.
I think PSP propose levy also.

That is reasonable measures to be considered.",, thats up for debate someone mentioned levy too i think psp propose levy also  that is reasonable measures to be considered,thats debate someone mentioned levy think psp propose levy also reasonable measures considered,thats debate someone mentioned levy think psp propose levy also reasonable measures considered,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,Ec7171,"
PSP didnt respond to the claim on unconditional entry . So PSP is still having doubt on this unconditional entry.",, psp didnt respond to the claim on unconditional entry  so psp is still having doubt on this unconditional entry,psp didnt respond claim unconditional entry psp still doubt unconditional entry,psp didnt respond claim unconditional entry psp still doubt unconditional entry,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,wwenze,"He also said England will win

Means what",,he also said england will win  means what,also said england win means,also said england win means,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-19,killtime,"just go to indians in singapore FB and you see whether this shortlived one is talking sense or not


beneficiaries shall and will defend ceca even with their dying breath in exchange of; hell for the citizens",,just go to indians in singapore fb and you see whether this shortlived one is talking sense or not   beneficiaries shall and will defend ceca even with their dying breath in exchange of hell for the citizens,go indians singapore fb see whether shortlived one talking sense beneficiaries shall defend ceca even dying breath exchange hell citizens,go indians singapore fb see whether shortlived one talking sense beneficiaries shall defend  even dying breath exchange hell citizens,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,Ec7171,"
I am glad all political parties support FTAs/CECA is necessary for Singapore.",, i am glad all political parties support ftasceca is necessary for singapore,glad political parties support ftasceca necessary singapore,glad political parties support ftas necessary singapore,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,Ethan_,"Not expert but think that's beside the point, none issue perhaps, thus don't know why feels like somewhat strawman perhaps. Think to many perhaps, its not so much the issue of unconditional, but rather the somewhat lax condition. ",,not expert but think that is beside the point none issue perhaps thus do not know why feels like somewhat strawman perhaps think to many perhaps its not so much the issue of unconditional but rather the somewhat lax condition ,expert think beside point none issue perhaps thus know feels like somewhat strawman perhaps think many perhaps much issue unconditional rather somewhat lax condition,expert think beside point none issue perhaps thus know feels like somewhat strawman perhaps think many perhaps much issue unconditional rather somewhat lax condition,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,kumpongboy23,"mean NO.
Meaning
No condition for entry of Indian professionals into S'pore! LOL",,mean no meaning no condition for entry of indian professionals into spore lol,mean meaning condition entry indian professionals spore lol,mean meaning condition entry indian professionals spore lol,Neutral
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,netzach,"load of utter BS.

why the fuck can't the highly paid cushy jobs at MBFC & CBP be staffed by the Singaporeans but instead loads of Ceca guys are there and living it up?

why can't the Ceca guys with their toilet paper qualifications from shady india institutions be doing the PHVs, gig economy and bullshit roles while the Singaporeans with recognised legit qualifications be doing the cushy well paid roles at MBFC and CBP?

",,load of utter bs  why the fuck can not the highly paid cushy jobs at mbfc  cbp be staffed by the singaporeans but instead loads of ceca guys are there and living it up  why can not the ceca guys with their toilet paper qualifications from shady india institutions be doing the phvs gig economy and bullshit roles while the singaporeans with recognised legit qualifications be doing the cushy well paid roles at mbfc and cbp  ,load utter bs fuck highly paid cushy jobs mbfc cbp staffed singaporeans instead loads ceca guys living ceca guys toilet paper qualifications shady india institutions phvs gig economy bullshit roles singaporeans recognised legit qualifications cushy well paid roles mbfc cbp,load utter bs fuck highly paid cushy jobs mbfc cbp staffed singaporeans instead loads  guys living  guys toilet paper qualifications shady india institutions phvs gig economy bullshit roles singaporeans recognised legit qualifications cushy well paid roles mbfc cbp,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,kl2015,"
you dream
they just do scare tactic if opposition win, what will happen
bad news etc etc",, you dream they just do scare tactic if opposition win what will happen bad news etc etc,dream scare tactic opposition win happen bad news etc etc,dream scare tactic opposition win happen bad news etc etc,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,kl2015,"
they fear singaporean can get better than them and kick them (elites) out of the top management
so hire cecas. less risk",, they fear singaporean can get better than them and kick them elites out of the top management so hire cecas less risk,fear singaporean get better kick elites top management hire cecas less risk,fear singaporean get better kick elites top management hire s less risk,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,nymous,"
This time ceca will kick them",, this time ceca will kick them,time ceca kick,time  kick,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,kl2015,"
hahhaha they are stupid to think that ceca will not do the same
they are more aggresive",, hahhaha they are stupid to think that ceca will not do the same they are more aggresive,hahhaha stupid think ceca aggresive,hahhaha stupid think  aggresive,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,Jackal84,"PAP is right. By right in CECA it does not in any way implies Singapore must unconditionally let in professionals, managers, and executives (PMEs) from India.

But by left....",,pap is right by right in ceca it does not in any way implies singapore must unconditionally let in professionals managers and executives pmes from india  but by left,pap right right ceca way implies singapore must unconditionally let professionals managers executives pmes india left,pap right right  way implies singapore must unconditionally let professionals managers executives pmes india left,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,kyo_465,"
Because your pink IC is not proof of your competency.

There are many shitty singaporeans in EDMW. Are they qualified?",, because your pink ic is not proof of your competency  there are many shitty singaporeans in edmw are they qualified,pink ic proof competency many shitty singaporeans edmw qualified,pink ic proof competency many shitty singaporeans edmw qualified,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,zeenlai,"
Again bad example... There are so many examples of people entering Singapore for temporary periods of time... Conferences, short courses etc even today... Unless fixing a machine is an excuse for a longer term stay... Existing immigration processes already easily allow for entrance for such needs...

You probably have no idea how easy it is to get entry into Singapore...",, again bad example there are so many examples of people entering singapore for temporary periods of time conferences short courses etc even today unless fixing a machine is an excuse for a longer term stay existing immigration processes already easily allow for entrance for such needs  you probably have no idea how easy it is to get entry into singapore,bad example many examples people entering singapore temporary periods time conferences short courses etc even today unless fixing machine excuse longer term stay existing immigration processes already easily allow entrance needs probably idea easy get entry singapore,bad example many examples people entering singapore temporary periods time conferences short courses etc even today unless fixing machine excuse longer term stay existing immigration processes already easily allow entrance needs probably idea easy get entry singapore,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,zeenlai,"
Well, see here is where the magic happens... Nobody knows the real conditions... Perhaps it is as easy as having 2 eyes, 1 mouth and 2 ears? Or perhaps you need. phD... It always stops at having to go through the MOM process of evaluation...",, well see here is where the magic happens nobody knows the real conditions perhaps it is as easy as having  eyes  mouth and  ears or perhaps you need phd it always stops at having to go through the mom process of evaluation,well see magic happens nobody knows real conditions perhaps easy eyes mouth ears perhaps need phd always stops go mom process evaluation,well see magic happens nobody knows real conditions perhaps easy eyes mouth ears perhaps need phd always stops go mom process evaluation,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,Ec7171,"
Yes that explain why ICTs number is so low right. 
ICTs does not contribute to the influx of FTs from India. Thats the key issue here. .

After saying so much, in way does ceca contribute to the influx of FTs? if they dont, then focus on the MOM policy which is what my focus point is.",, yes that explain why icts number is so low right  icts does not contribute to the influx of fts from india thats the key issue here   after saying so much in way does ceca contribute to the influx of fts if they dont then focus on the mom policy which is what my focus point is,yes explain icts number low right icts contribute influx fts india thats key issue saying much way ceca contribute influx fts dont focus mom policy focus point,yes explain icts number low right icts contribute influx fts india thats key issue saying much way  contribute influx fts dont focus mom policy focus point,Positive
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,zeenlai,"
My argument is the reverse but same. If no impact why wright into CECA? Too much paper? Or our ministers suck at negotiations?",, my argument is the reverse but same if no impact why wright into ceca too much paper or our ministers suck at negotiations,argument reverse impact wright ceca much paper ministers suck negotiations,argument reverse impact wright  much paper ministers suck negotiations,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,PR0Al1ENSPARTY,PAP loves CECA- that is for sure,,pap loves ceca that is for sure,pap loves ceca sure,pap loves  sure,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,netzach,"dont allow unconditional entry of C guys...
why is MBFC & CBP flooded with C guys?
why the heck are HR companies and recruitment firms flooded with C guys? don't take my words for it, just go linkedin to search for yourselves.",,dont allow unconditional entry of c guys why is mbfc  cbp flooded with c guys why the heck are hr companies and recruitment firms flooded with c guys do not take my words for it just go linkedin to search for yourselves,dont allow unconditional entry c guys mbfc cbp flooded c guys heck hr companies recruitment firms flooded c guys take words go linkedin search,dont allow unconditional entry c guys mbfc cbp flooded c guys heck hr companies recruitment firms flooded c guys take words go linkedin search,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,Eric A Blair,"
Scabby Ong's karma came very fas!!

One week get so much problem at MOH.....",, scabby ong is karma came very fas  one week get so much problem at moh,scabby ong karma came fas one week get much problem moh,scabby ong karma came fas one week get much problem moh,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,Matthew K L O,"yeah right.  And we are supposed to believe OYK because he says so.  Show the data. What happens if 90% of all the EP passes are for indian nationals?  What if the number indian nationals coming to Singapore increased by 400% over the last 10 years?  How our Singapore population increase from 4 million to 6 million despite a birth rate is below replacement rate?  Where the increase comes from?  From thin air?  What percentage of this increase are from India converted Singaporeans?

Until government is willing to show data....they have nothing more to say.  Prove it or shut up because you are lying!",,yeah right  and we are supposed to believe oyk because he says so  show the data what happens if  of all the ep passes are for indian nationals  what if the number indian nationals coming to singapore increased by  over the last  years  how our singapore population increase from  million to  million despite a birth rate is below replacement rate  where the increase comes from  from thin air  what percentage of this increase are from india converted singaporeans  until government is willing to show datathey have nothing more to say  prove it or shut up because you are lying,yeah right supposed believe oyk says show data happens ep passes indian nationals number indian nationals coming singapore increased last years singapore population increase million million despite birth rate replacement rate increase comes thin air percentage increase india converted singaporeans government willing show datathey nothing say prove shut lying,yeah right supposed believe oyk says show data happens ep passes indian nationals number indian nationals coming singapore increased last years singapore population increase million million despite birth rate replacement rate increase comes thin air percentage increase india converted singaporeans government willing show datathey nothing say prove shut lying,Negative
ceca-does-not-allow-unconditional-entry-of-indian-professionals-into-spore-ong-ye-kung.6550104/page-20,chech01,"wait till 2025


for another chance


this time hope SDP get in and practice Wesminster",,wait till    for another chance   this time hope sdp get in and practice wesminster,wait till another chance time hope sdp get practice wesminster,wait till another chance time hope sdp get practice wesminster,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,tokiya,"Does Germany have this problem?

Half of India couldn't access a toilet 5 years ago. Modi built 110M latrines -- but will people use them?









                                                India built 110M toilets. But will people use them?
                                        

It was the ambitious sanitation campaign aimed at giving almost half of India's 1.3 billion population access to a toilet in just five years.

                                


",,does germany have this problem  half of india could not access a toilet  years ago modi built  latrines  but will people use them                                                          india built  toilets but will people use them                                           it was the ambitious sanitation campaign aimed at giving almost half of india is  billion population access to a toilet in just five years                                     ,germany problem half india could access toilet years ago modi built latrines people use india built toilets people use ambitious sanitation campaign aimed giving almost half india billion population access toilet five years,germany problem half india could access toilet years ago modi built latrines people use india built toilets people use ambitious sanitation campaign aimed giving almost half india billion population access toilet five years,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,y2c_whtdouwant,"
Use already who clean",, use already who clean,use already clean,use already clean,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,2Dollar,Ceca racist? Scold Singapore.,,ceca racist scold singapore,ceca racist scold singapore, racist scold singapore,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,tanahgu,"ceca is right 
should pack germany in the same shit zone as india",,ceca is right  should pack germany in the same shit zone as india,ceca right pack germany shit zone india, right pack germany shit zone india,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,holidayforever,Why they always complain when they don't do anything to solve the problem?,,why they always complain when they do not do anything to solve the problem,always complain anything solve problem,always complain anything solve problem,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,ToughLuck,"well our masters have spoken, should expedite their request for express lane",,well our masters have spoken should expedite their request for express lane,well masters spoken expedite request express lane,well masters spoken expedite request express lane,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,iamsinkie,"if you can't be on the same level as others, soil them until they become the same level as you",,if you can not be on the same level as others soil them until they become the same level as you,level others soil become level,level others soil become level,Positive
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,nymous,Everything racist for ceca,,everything racist for ceca,everything racist ceca,everything racist ,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,DarkBlue,"a retard comment.

sg is protecting them and for their own good.",,a retard comment  sg is protecting them and for their own good,retard comment sg protecting good,retard comment sg protecting good,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,Acetone,"As a privileged CECA, he has the right to complain.",,as a privileged ceca he has the right to complain,privileged ceca right complain,privileged  right complain,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,OKCATYEON,Not happy don't come.,,not happy do not come,happy come,happy come,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,OKCATYEON,When will mother nature wipe that country off the planet?,,when will mother nature wipe that country off the planet,mother nature wipe country planet,mother nature wipe country planet,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,Ohayo!,"he can go to Germany then come to SG

loopholes will be allow as long as you look for it",,he can go to germany then come to sg  loopholes will be allow as long as you look for it,go germany come sg loopholes allow long look,go germany come sg loopholes allow long look,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,Fasstik,"Not the first, won't be last to say such things 


",,not the first will not be last to say such things    ,first last say things,first last say things,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,averagebean,"If you believe India only has 30K cases daily, you deserve to lose your jobs to CECA.",,if you believe india only has  cases daily you deserve to lose your jobs to ceca,believe india cases daily deserve lose jobs ceca,believe india cases daily deserve lose jobs ,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,randomph,i wonder how he thinks his arguments holds whater when the number not even looking good.,,i wonder how he thinks his arguments holds whater when the number not even looking good,wonder thinks arguments holds whater number even looking good,wonder thinks arguments holds whater number even looking good,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,Lotusbean,"Germany has long been a reliable and reputable machinery innovator and producer.

Contrary, CECA canÃ¢ÂÂt even guarantee legitimacy of their graduate degrees so what do you expect data genuinity reported by them?!
",,germany has long been a reliable and reputable machinery innovator and producer  contrary ceca canÃ¢  t even guarantee legitimacy of their graduate degrees so what do you expect data genuinity reported by them ,germany long reliable reputable machinery innovator producer contrary ceca canÃ¢ even guarantee legitimacy graduate degrees expect data genuinity reported,germany long reliable reputable machinery innovator producer contrary  canÃ¢ even guarantee legitimacy graduate degrees expect data genuinity reported,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,knoxville,Ceca calling pure discrimination by singaporeans. MTF please do the needful and open leg wider,,ceca calling pure discrimination by singaporeans mtf please do the needful and open leg wider,ceca calling pure discrimination singaporeans mtf please needful open leg wider, calling pure discrimination singaporeans mtf please needful open leg wider,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/,sbv7230,Can ask that guy who mapped out the CECA agreement..,,can ask that guy who mapped out the ceca agreement,ask guy mapped ceca agreement,ask guy mapped  agreement,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Sultana,They sure know how to abuse using this word. But it is all moot as it all they say. We can don't give any hoot.,,they sure know how to abuse using this word but it is all moot as it all they say we can do not give any hoot,sure know abuse using word moot say give hoot,sure know abuse using word moot say give hoot,Positive
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,caipngzuibang,"Talk rubbish, what discrimination.
crazy people on social media",,talk rubbish what discrimination crazy people on social media,talk rubbish discrimination crazy people social media,talk rubbish discrimination crazy people social media,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,tracerguy,German don't use fake cert or behave like a snake.,,german do not use fake cert or behave like a snake,german use fake cert behave like snake,german use fake cert behave like snake,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Zinna,"Yeah, singapore discriminate against CECA
So these CECA better not come here, go other place better",,yeah singapore discriminate against ceca so these ceca better not come here go other place better,yeah singapore discriminate ceca ceca better come go place better,yeah singapore discriminate   better come go place better,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,holidayforever,"
They think only they affected? Other nationalities not getting married or missing their families or new borns?",, they think only they affected other nationalities not getting married or missing their families or new borns,think affected nationalities getting married missing families new borns,think affected nationalities getting married missing families new borns,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Suporter,Haiz...always same shit different day...,,haizalways same shit different day,haizalways shit different day,haizalways shit different day,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Neon92,the usual ceca that want heaven treatment,,the usual ceca that want heaven treatment,usual ceca want heaven treatment,usual  want heaven treatment,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Hiling care,discriminate? ask them solve their own india problem first before commenting.,,discriminate ask them solve their own india problem first before commenting,discriminate ask solve india problem first commenting,discriminate ask solve india problem first commenting,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,crumpler ish jin expensiv,noted. fucking indian variant.,,noted fucking indian variant,noted fucking indian variant,noted fucking indian variant,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Moonnite_Firefly,no end to their demands and self-entitlements~~,,no end to their demands and selfentitlements,end demands selfentitlements,end demands selfentitlements,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Xiao Sinkie,Is because of their recent infection that's why low case load. Wait till the immunity wears off then talk.,,is because of their recent infection that is why low case load wait till the immunity wears off then talk,recent infection low case load wait till immunity wears talk,recent infection low case load wait till immunity wears talk,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Sauron,government scold singaporeans discrimination.  Cecas scold government discrimination. Lol,,government scold singaporeans discrimination  cecas scold government discrimination lol,government scold singaporeans discrimination cecas scold government discrimination lol,government scold singaporeans discrimination s scold government discrimination lol,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,ng min teck,"CECA don't know there is reason why Germany in green zone, think about pfzier from where? If want green zone open big useful impactful company",,ceca do not know there is reason why germany in green zone think about pfzier from where if want green zone open big useful impactful company,ceca know reason germany green zone think pfzier want green zone open big useful impactful company, know reason germany green zone think pfzier want green zone open big useful impactful company,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,xdivider,delta from where ah.........,,delta from where ah,delta ah,delta ah,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,roller888,germany vs india,,germany vs india,germany vs india,germany vs india,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Mechafanboy,"If SG is racist, why die Die must come here?",,if sg is racist why die die must come here,sg racist die die must come,sg racist die die must come,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,I want to be Your Canary,china and india both think this world belongs to them,,china and india both think this world belongs to them,china india think world belongs,china india think world belongs,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,Qubicfactor,"
CECA is a reputable degree mill okay",, ceca is a reputable degree mill okay,ceca reputable degree mill okay, reputable degree mill okay,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,tuxguy,how about no fly zone for them?,,how about no fly zone for them,fly zone,fly zone,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-2,cwee_tan,will happily send whoever that is to the green zone in baghdad,,will happily send whoever that is to the green zone in baghdad,happily send whoever green zone baghdad,happily send whoever green zone baghdad,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,jeffprobst,German not so selfish and self entitled like those ceca,,german not so selfish and self entitled like those ceca,german selfish self entitled like ceca,german selfish self entitled like ,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,aarontansp,"Simple, don't come",,simple do not come,simple come,simple come,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,roller888,need to ban all flights,,need to ban all flights,need ban flights,need ban flights,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,WheelThatFails,"yes
india also protesting for MORE PROTECTION and their GREEN ZONE

india also smart protecting their own rice bowl

not like some nincompoop son party champion job for FT and NS for singaporeans









                                                Section 144 imposed in Karnal ahead of farmerÃ¢ÂÂs protest over police lathicharge | 10 points
                                        

In view of farmersÃ¢ÂÂ protest in HaryanaÃ¢ÂÂs Karnal called for Tuesday, the authorities have issued prohibitory orders under Section 144 of the Criminal Procedure Code (CrPC) in the district. Large gatherings have been banned in Karnal.

                                


",,yes india also protesting for more protection and their green zone  india also smart protecting their own rice bowl  not like some nincompoop son party champion job for ft and ns for singaporeans                                                          section  imposed in karnal ahead of farmerÃ¢  s protest over police lathicharge   points                                           in view of farmersÃ¢   protest in haryanaÃ¢  s karnal called for tuesday the authorities have issued prohibitory orders under section  of the criminal procedure code crpc in the district large gatherings have been banned in karnal                                     ,yes india also protesting protection green zone india also smart protecting rice bowl like nincompoop son party champion job ft ns singaporeans section imposed karnal ahead farmerÃ¢ protest police lathicharge points view farmersÃ¢ protest haryanaÃ¢ karnal called tuesday authorities issued prohibitory orders section criminal procedure code crpc district large gatherings banned karnal,yes india also protesting protection green zone india also smart protecting rice bowl like nincompoop son party champion job ft ns singaporeans section imposed karnal ahead farmerÃ¢ protest police lathicharge points view farmersÃ¢ protest haryanaÃ¢ karnal called tuesday authorities issued prohibitory orders section criminal procedure code crpc district large gatherings banned karnal,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,RedRedWine,"
Hopefully covid does its job there",, hopefully covid does its job there,hopefully covid job,hopefully covid job,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,roller888,Are these people severely entitled or what?,,are these people severely entitled or what,people severely entitled,people severely entitled,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,Asy1um,"They should feel privileged that they are in no-green zone, even better if ban zone.",,they should feel privileged that they are in nogreen zone even better if ban zone,feel privileged nogreen zone even better ban zone,feel privileged nogreen zone even better ban zone,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,SmallQuietDog,India doesn't deserve to be in any colour zones. India should be in the banned zone.,,india does not deserve to be in any colour zones india should be in the banned zone,india deserve colour zones india banned zone,india deserve colour zones india banned zone,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,fire,Stupid idiotsÃ¢ÂÂ¦ no one is stopping them to fly back to India for reunion,,stupid idiotsÃ¢   no one is stopping them to fly back to india for reunion,stupid idiotsÃ¢ one stopping fly back india reunion,stupid idiotsÃ¢ one stopping fly back india reunion,Negative
